Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
1489,5.0,0.2212,"omnet, inet, make, project, build, link, error, library, fail, command",Build a central routing database using the routing example in Omnet++
1490,3.0,0.2875,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",Building my own veins scenario
1491,1.0,0.4434,"file, set, parameter, number, module, trace, generate, script, random, position",generate random number in omnet++ ini files without any distribution function
1492,7.0,0.2344,"implement, find, add, function, route, code, class, type, program, call",Segmentation fault in Ns2 program
1493,2.0,0.1927,"node, network, create, wireless, simulator, simulate, omnet, model, connect, sensor",how to assign value to an array of nodes in OMNETPP.INI
1494,4.0,0.38,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",Calculating sensing range from sensing sensitivity of the device in Castalia?
1495,7.0,0.2542,"implement, find, add, function, route, code, class, type, program, call",Need Help regarding OSPF and RIP in NS2
1496,2.0,0.1875,"node, network, create, wireless, simulator, simulate, omnet, model, connect, sensor",how to trace buffer overflow detected-ns terminated
1497,3.0,0.2875,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",Some Messages are lost in veins
1498,4.0,0.3877,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",How coverage distance and interference distance are affected by each other
1499,3.0,0.3194,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed","Omnet++, veins, sumo"
1500,2.0,0.3653,"node, network, create, wireless, simulator, simulate, omnet, model, connect, sensor",Omnet++ simple wireless node
1501,4.0,0.2008,"simulation, run, time, calculate, work, delay, distance, end, throughput, result","error when using RandomWPMobility, omnet++ simulation environment"
1502,3.0,0.4432,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",RSU placement in veins/SUMO
1503,4.0,0.2875,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",Execution of xgraph to compute throughput and packet delay using NS2
1504,1.0,0.2083,"file, set, parameter, number, module, trace, generate, script, random, position",how to set timer for physical process in Castalia?
1505,0.0,0.3194,"packet, message, send, node, receive, application, multiple, datum, specific, server",sending the request to physical process in Castalia?
1506,6.0,0.2764,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu",Segmentation fault (core dumped) with impelemention LTE+fastbroadcast
1507,0.0,0.2083,"packet, message, send, node, receive, application, multiple, datum, specific, server",omnet tictioc - opp_makemake error
1508,1.0,0.2083,"file, set, parameter, number, module, trace, generate, script, random, position",How to generate NS2 xgraph for throughput vs time for TCP and UDP connection?
1509,5.0,0.2396,"omnet, inet, make, project, build, link, error, library, fail, command",Problems to install different INET version manually
1510,2.0,0.2083,"node, network, create, wireless, simulator, simulate, omnet, model, connect, sensor",Implement an NS2 LTE simulation with sumo and Ad-hoc network
1511,7.0,0.2981,"implement, find, add, function, route, code, class, type, program, call",updating source index for current snapshot in Castalia
1512,4.0,0.2303,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",Packet Loss ratio in VEINS/Omnet++
1513,4.0,0.2875,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",energy consumption for communication between physical process and node module in castalia?
1514,6.0,0.2303,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu","capturing a certain member of an INET node, SNR specifically in omnetpp"
1515,4.0,0.3071,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",My simulation ends at 0s in Castalia?
1516,2.0,0.2581,"node, network, create, wireless, simulator, simulate, omnet, model, connect, sensor",OmNET++ dynamically check if NED module implements an interface
1517,4.0,0.2715,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",sending snapshot time from physical process to node in Castalia
1518,6.0,0.2344,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu",Segmentation Fault(core dumped) in nam
1519,6.0,0.2344,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu",Transmitting the location of Physical process to Application module in Castalia
1520,2.0,0.3523,"node, network, create, wireless, simulator, simulate, omnet, model, connect, sensor",how to implement a stateful ns3 proxy node
1521,0.0,0.125,"packet, message, send, node, receive, application, multiple, datum, specific, server",Omnet++ 5.2 mac installation : Error
1522,1.0,0.281,"file, set, parameter, number, module, trace, generate, script, random, position","Getting ""Multiple markers at this line"" when reading from a file in Omnet++"
1523,6.0,0.3764,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu",class omnetpp::cOsgCanvas has no member getScene()
1524,6.0,0.2614,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu",Error(s) in building Veins-LTE: OperationalBase.h not found
1525,4.0,0.2986,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",Difference between my python script and the perl script to calculate throughput and what does granularity mean?
1526,2.0,0.2701,"node, network, create, wireless, simulator, simulate, omnet, model, connect, sensor",Omnet++ how to subclass my own node
1527,7.0,0.2396,"implement, find, add, function, route, code, class, type, program, call",Is it possible to add afield in wireless trace format in ns2?
1528,4.0,0.2614,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",Warning message in running the simulations on NS2
1529,4.0,0.2083,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",VBFP doesnt work probably in aqua-sim
1530,1.0,0.196,"file, set, parameter, number, module, trace, generate, script, random, position",Can I simulate LoRa technology using Omnet++?
1531,3.0,0.2614,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",Get steering angle information from Veins or SUMO into OMNET++
1532,7.0,0.2396,"implement, find, add, function, route, code, class, type, program, call",how to add a field in wireless trace format in ns2?
1533,3.0,0.1927,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",NS3 - G++ 6.x warning about c++14
1534,6.0,0.3319,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu",Accessing WiFiPhy from a recevied callback in NS3
1535,4.0,0.3137,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",How can I create a Road Side Unit and an eNodeB in a ns2 scenario
1536,0.0,0.2396,"packet, message, send, node, receive, application, multiple, datum, specific, server",OMNET++. Using custom message from imported dynamic library
1537,6.0,0.2875,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu","Tcl ""cant read ""ifqlen_"": no such variable"""
1538,5.0,0.2513,"omnet, inet, make, project, build, link, error, library, fail, command",Omnet++: Separate cQueue for each input
1539,0.0,0.3119,"packet, message, send, node, receive, application, multiple, datum, specific, server",High values of the communication range between two vehicles
1540,3.0,0.3244,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",How can one randomly place RSUs inside a Sumo simulation map during an OMNET++/Veins simulation?
1541,7.0,0.2311,"implement, find, add, function, route, code, class, type, program, call",Segmentation fault after running vectore based forwarding protocol in aqua-sim
1542,4.0,0.2083,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",Value of getSpeed() function is different to the calculated value
1543,7.0,0.3229,"implement, find, add, function, route, code, class, type, program, call",call two different routing protocol at the same set of nodes in ns2
1544,2.0,0.2008,"node, network, create, wireless, simulator, simulate, omnet, model, connect, sensor",Very fast movement of a node upon contact
1545,6.0,0.2214,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu",comparing current time simTime.dbl() with a previously stored double value doesnt always give the correct answer... why?
1546,6.0,0.2344,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu",NS2 New AQM implementation
1547,6.0,0.2083,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu",Arrange nodes in ns2
1548,3.0,0.3523,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",RSU not receiving WSMs in Veins 4.5
1549,0.0,0.2768,"packet, message, send, node, receive, application, multiple, datum, specific, server",Does an OMNET++ / Veins simulation get very slow if both Vehicles and RSUs broadcast messages periodically?
1550,7.0,0.2875,"implement, find, add, function, route, code, class, type, program, call",Edit DSR routing protocol in ns2
1551,6.0,0.4831,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu","When installing Artery on Ubuntu, building INET throws an unusual Error"
1552,1.0,0.2724,"file, set, parameter, number, module, trace, generate, script, random, position",NS2 wireless scenario Random Motion set dest Not working
1553,0.0,0.125,"packet, message, send, node, receive, application, multiple, datum, specific, server",OMNET++ - How to prioritize UDP over TCP
1554,1.0,0.1986,"file, set, parameter, number, module, trace, generate, script, random, position",NS-3 Sniffing Passive ACKs
1555,0.0,0.125,"packet, message, send, node, receive, application, multiple, datum, specific, server",LTE D2D multicast Communication
1556,4.0,0.4331,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",How calculate variance remaining energy vs node in ns2?
1557,0.0,0.4583,"packet, message, send, node, receive, application, multiple, datum, specific, server",can Application Layer send event based emergency messages in SCH interval in VANETs
1558,5.0,0.2986,"omnet, inet, make, project, build, link, error, library, fail, command",OMNeT++ issue with linking INET
